patient_id,tile_id,tile_row,tile_col,tile_purity,n_spots,FMRP_signature_score,Cell_cycle_signature_score,YAP_signature_score,WNT_signature_score,EMT_signature_score,x_min_fullres,y_min_fullres,x_max_fullres,y_max_fullres,FMRP_signature_score_binary,Cell_cycle_signature_score_binary,YAP_signature_score_binary,WNT_signature_score_binary,EMT_signature_score_binary
CH_L_280a,11-5,11,5,0.6588159825034688,52,0.0015770842281089847,0.1698498449737045,0.31576091867467554,0.030945823946118462,0.37252765695799356,12265,26983,14718,29436,1.0,0.0,0.0,0.0,0.0
CH_L_280a,11-6,11,6,0.8422561965052833,56,-0.008202920298046848,0.19243990693333998,0.35309584217491274,0.017818887799368213,0.3679451482088783,14718,26983,17171,29436,0.0,0.0,1.0,0.0,0.0
CH_L_280a,11-7,11,7,0.9042744382994428,65,0.0024229102472636014,0.3153283404153744,0.282427620552272,0.0772544232866978,0.34986601136820583,17171,26983,19624,29436,1.0,1.0,0.0,1.0,0.0
CH_L_280a,11-8,11,8,0.6533981699820717,75,-0.010990494062057137,0.21220417441057662,0.327165827993465,0.006593422973538919,0.46970565192145103,19624,26983,22077,29436,0.0,0.0,0.0,0.0,1.0
CH_L_280a,6-4,6,4,0.7923753916873042,111,-0.006498729666255103,0.2536041976225791,0.2892593475325368,0.04478368201544286,0.3871070288740439,9812,14718,12265,17171,0.0,1.0,0.0,1.0,0.0
CH_L_280a,6-5,6,5,0.625786385814007,184,-0.014388914058229816,0.20487619509418967,0.3133376309897159,-0.0019400771646196696,0.38545144303271306,12265,14718,14718,17171,0.0,0.0,0.0,0.0,0.0
CH_L_280a,6-6,6,6,0.6914934893326162,189,-0.004416672123532566,0.2804138233426994,0.2760895387261541,0.037041508530694996,0.4056792114183676,14718,14718,17171,17171,0.0,1.0,0.0,0.0,1.0
CH_L_280a,6-7,6,7,0.6842523216150497,182,-0.005240251233837832,0.2706297442901768,0.29975109639304715,0.03366636042633541,0.3914117935616478,17171,14718,19624,17171,0.0,1.0,0.0,0.0,0.0
CH_L_280a,6-8,6,8,0.7812805722109527,178,0.0010072087544106757,0.26808879739079905,0.3012526370208842,0.05213994431879742,0.3884476815722751,19624,14718,22077,17171,1.0,1.0,0.0,1.0,0.0
CH_L_280a,6-9,6,9,0.6757211294822566,76,0.00996671416190604,0.30150303173830517,0.2800898471462472,0.04406668998829067,0.42544050267287553,22077,14718,24530,17171,1.0,1.0,0.0,1.0,1.0
CH_L_280a,7-4,7,4,0.8934530882654826,114,-0.030375704872882527,0.19002354395350787,0.34095650904146124,0.0174612218863584,0.3151690914121269,9812,17171,12265,19624,0.0,0.0,1.0,0.0,0.0
CH_L_280a,7-5,7,5,0.8377512485636174,185,-0.015128928047116555,0.241960369002212,0.3114141614079292,0.030051463525460894,0.34091636501050626,12265,17171,14718,19624,0.0,0.0,0.0,0.0,0.0
CH_L_280a,7-6,7,6,0.7587406514370371,186,-0.016951466341278518,0.23207072448932348,0.30348284454804897,0.00843225495166685,0.3352120249275853,14718,17171,17171,19624,0.0,0.0,0.0,0.0,0.0
CH_L_280a,7-7,7,7,0.6450743692441132,187,-0.021768793998923803,0.2458299861446161,0.3083943013517411,0.011722213083825147,0.36113932010200506,17171,17171,19624,19624,0.0,0.0,0.0,0.0,0.0
CH_L_280a,7-8,7,8,0.9124986187030346,181,-0.008045544277980241,0.25395644139284035,0.30484810095796816,0.05987308889745871,0.28621930741687485,19624,17171,22077,19624,0.0,1.0,0.0,1.0,0.0
CH_L_280a,7-9,7,9,0.8602145012972481,80,0.004974420532265665,0.23924538180365335,0.2962248814909042,0.06232997207452804,0.31852107799248974,22077,17171,24530,19624,1.0,0.0,0.0,1.0,0.0
CH_L_280a,8-4,8,4,0.8328585674784228,118,-0.041315065927385736,0.17268243376203452,0.3699326295332526,-0.014093874631875298,0.3138783770082627,9812,19624,12265,22077,0.0,0.0,1.0,0.0,0.0
CH_L_280a,8-5,8,5,0.6514769057455133,191,-0.016834440375806177,0.20372141266088473,0.3349621379481126,0.006691047698920549,0.3902839040202862,12265,19624,14718,22077,0.0,0.0,1.0,0.0,0.0
